sigma8,omega_m,s8
4.980147656576117e-07,0.2693608951581113,4.718987917025868e-07
4.980147656576117e-07,0.2914455793076858,4.90863034821526e-07
4.980147656576117e-07,0.3077238237716959,5.043849879718511e-07
4.980147656576117e-07,0.31713166771655965,5.120370628398985e-07
4.980147656576117e-07,0.27445257030308184,4.7633801572719334e-07
4.980147656576117e-07,0.28254648832096046,4.833108545850544e-07
4.980147656576117e-07,0.2692038693794623,4.717612233342612e-07
4.980147656576117e-07,0.2941520670280125,4.93136949439201e-07
4.980147656576117e-07,0.32597450036702624,5.191267476414778e-07
4.980147656576117e-07,0.2900457587228701,4.896828020771656e-07
4.980147656576117e-07,0.2822351389295692,4.83044491306618e-07
4.980147656576117e-07,0.290084597179883,4.897155863659584e-07
4.980147656576117e-07,0.29623305712009557,4.948782333133051e-07
4.980147656576117e-07,0.28810351537438256,4.880405082621569e-07
4.980147656576117e-07,0.31255560501267793,5.083294107905524e-07
4.980147656576117e-07,0.2856573785010759,4.859642428801739e-07
4.980147656576117e-07,0.2916833646037139,4.91063237230806e-07
4.980147656576117e-07,0.25327280432459204,4.575893114991827e-07
4.980147656576117e-07,0.28507233194970905,4.854663432149023e-07
4.980147656576117e-07,0.2867873776094901,4.869244791717327e-07
4.980147656576117e-07,0.29983011294493567,4.978737352522239e-07
4.980147656576117e-07,0.2831424227688487,4.838202749611033e-07
4.980147656576117e-07,0.27830184693164456,4.796667738463777e-07
4.980147656576117e-07,0.2756791312744832,4.774012345816679e-07
4.980147656576117e-07,0.2952710162390957,4.940740012285022e-07
4.980147656576117e-07,0.280082436559797,4.811987936968692e-07
4.980147656576117e-07,0.30142358812438413,4.991949803752233e-07
4.980147656576117e-07,0.2706051256073065,4.7298743221532917e-07
4.980147656576117e-07,0.23290746674191215,4.38806748308874e-07
4.980147656576117e-07,0.27923904483019724,4.804737481225674e-07
4.980147656576117e-07,0.3011667284642341,4.989822392590845e-07
4.980147656576117e-07,0.2539227441487527,4.5817606017113633e-07
4.980147656576117e-07,0.3135702537959684,5.091538367445284e-07
4.980147656576117e-07,0.2983941121671453,4.966800506708197e-07
4.980147656576117e-07,0.31711145871420693,5.12020747971159e-07
4.980147656576117e-07,0.26641080670984435,4.693075173813196e-07
4.980147656576117e-07,0.28843538681882963,4.883215185302789e-07
4.980147656576117e-07,0.30397377627034083,5.013022471378452e-07
4.980147656576117e-07,0.333924462843056,5.254189231700816e-07
4.980147656576117e-07,0.2942133693040622,4.931883324582705e-07
4.980147656576117e-07,0.3107088683283389,5.068254522618452e-07
4.980147656576117e-07,0.27224460976922915,4.744180858405227e-07
4.980147656576117e-07,0.28416482735482923,4.846930059404814e-07
4.980147656576117e-07,0.2500893643909652,4.5470444886003994e-07
4.980147656576117e-07,0.27952537394457155,4.807200216590198e-07
4.980147656576117e-07,0.28797438562596933,4.879311246416609e-07
4.980147656576117e-07,0.29727941261705476,4.957514682426129e-07
4.980147656576117e-07,0.3094620312203014,5.058075154014789e-07
4.980147656576117e-07,0.29371377160837475,4.927694180428262e-07
4.980147656576117e-07,0.28139381360090715,4.823239912288455e-07
4.980147656576117e-07,0.259456642868207,4.631418106736374e-07
4.980147656576117e-07,0.27414953105769574,4.7607496666779174e-07
4.980147656576117e-07,0.30406855833574614,5.013803965750516e-07
4.980147656576117e-07,0.3046391100501969,5.018505691249632e-07
4.980147656576117e-07,0.2550858513428069,4.5922421167420184e-07
4.980147656576117e-07,0.3101184902359283,5.063437136541303e-07
4.980147656576117e-07,0.28326894820243653,4.83928363202133e-07
4.980147656576117e-07,0.2684664174505797,4.7111461336852836e-07
4.980147656576117e-07,0.3080106615466318,5.046200087241029e-07
4.980147656576117e-07,0.26692615437320283,4.69761214598121e-07
4.980147656576117e-07,0.2770885585592921,4.786200510027256e-07
4.980147656576117e-07,0.2836529901551493,4.842562950956254e-07
4.980147656576117e-07,0.31050218305163546,5.066568526563184e-07
4.980147656576117e-07,0.25835646473307744,4.621588337353218e-07
4.980147656576117e-07,0.29094986936503286,4.904454109865455e-07
4.980147656576117e-07,0.3043174548938192,5.015855580835314e-07
4.980147656576117e-07,0.3036044072095338,5.009975796975397e-07
4.980147656576117e-07,0.31390961301650955,5.09429276336195e-07
4.980147656576117e-07,0.2906481402668027,4.901910372041277e-07
4.980147656576117e-07,0.27907916402366556,4.80336178662418e-07
4.980147656576117e-07,0.302920123742291,5.004326706567654e-07
4.980147656576117e-07,0.27447001719013997,4.7635315583588484e-07
4.980147656576117e-07,0.2939583333468415,4.92974528394014e-07
4.980147656576117e-07,0.2613465742052069,4.648255563986154e-07
4.980147656576117e-07,0.30639850505270466,5.032976620669259e-07
4.980147656576117e-07,0.2628496492031613,4.6616030891250393e-07
4.980147656576117e-07,0.3088557702828015,5.053118137588421e-07
4.980147656576117e-07,0.2969719023972196,4.954949955763315e-07
4.980147656576117e-07,0.28230114223179836,4.831009702197015e-07
4.980147656576117e-07,0.28877848657295246,4.886118663971799e-07
4.980147656576117e-07,0.30217810712509263,4.998193785637884e-07
4.980147656576117e-07,0.24563304479897835,4.5063507084108077e-07
4.980147656576117e-07,0.3089173928736829,5.053622208956533e-07
4.980147656576117e-07,0.27311351925633853,4.7517457093544783e-07
4.980147656576117e-07,0.2453906396175108,4.5041265931717697e-07
4.980147656576117e-07,0.3039172767818757,5.012556565452111e-07
4.980147656576117e-07,0.30000286066227766,4.980171400720412e-07
4.980147656576117e-07,0.30360460416835255,5.009977422048572e-07
4.980147656576117e-07,0.2919977390881842,4.913277983891303e-07
4.980147656576117e-07,0.2800485500338157,4.811696832519839e-07
4.980147656576117e-07,0.2957745600601967,4.944951091578687e-07
4.980147656576117e-07,0.30324103669516944,5.006976791563655e-07
4.980147656576117e-07,0.3132567715506997,5.088992676369321e-07
4.980147656576117e-07,0.29835361504478797,4.966463455900778e-07
4.980147656576117e-07,0.3156763371970712,5.10860832070353e-07
4.980147656576117e-07,0.3002812510484955,4.982481562609788e-07
4.980147656576117e-07,0.31107783104591763,5.071262872769899e-07
4.980147656576117e-07,0.3010677796614885,4.989002618249643e-07
4.980147656576117e-07,0.27844158446334577,4.797871809513165e-07
4.980147656576117e-07,0.27084862089969575,4.7320018560727774e-07
4.980147656576117e-07,0.3235475417561098,5.171906253947938e-07
4.980147656576117e-07,0.2661162119781542,4.690479675427577e-07
4.980147656576117e-07,0.2982599782427559,4.96568404478321e-07
4.980147656576117e-07,0.2953123398634506,4.941085732200158e-07
4.980147656576117e-07,0.3111562836164159,5.071902308446815e-07
4.980147656576117e-07,0.2717437816140697,4.7398150913440166e-07
4.980147656576117e-07,0.2720433986714874,4.742427364951319e-07
4.980147656576117e-07,0.3315013007869708,5.235090700520028e-07
4.980147656576117e-07,0.3052772070326684,5.02375882209489e-07
4.980147656576117e-07,0.30890423069222966,5.053514546839433e-07
4.980147656576117e-07,0.2772482491584807,4.787579493594386e-07
4.980147656576117e-07,0.3053248595008102,5.02415090044257e-07
4.980147656576117e-07,0.27804664633490284,4.794467980832208e-07
4.980147656576117e-07,0.28885218593996914,4.886742119140354e-07
4.980147656576117e-07,0.306786982284632,5.036166220889954e-07
4.980147656576117e-07,0.2839906810255859,4.845444646088072e-07
4.980147656576117e-07,0.3031080765970047,5.005878983161254e-07
4.980147656576117e-07,0.2943860467440087,4.933330403734788e-07
4.980147656576117e-07,0.2654163280439917,4.6843076488963795e-07
4.980147656576117e-07,0.2840163645514513,4.845663747096718e-07
4.980147656576117e-07,0.2855692680483252,4.858892897457276e-07
4.980147656576117e-07,0.30663233572360804,5.034896734234667e-07
4.980147656576117e-07,0.3056800555862149,5.027072444442551e-07
4.980147656576117e-07,0.30837829709316655,5.049210712386776e-07
4.980147656576117e-07,0.2939248188133344,4.929464252916007e-07
4.980147656576117e-07,0.2931617845064637,4.92306160433682e-07
4.980147656576117e-07,0.3162038381616179,5.112874828318327e-07
4.980147656576117e-07,0.3162338689854532,5.113117615057883e-07
4.980147656576117e-07,0.29978509070152654,4.978363536933675e-07
4.980147656576117e-07,0.24960145335687725,4.5426068022747877e-07
4.980147656576117e-07,0.28380700572023876,4.843877460024664e-07
4.980147656576117e-07,0.28788362485004604,4.87854228050241e-07
4.980147656576117e-07,0.3054359235447132,5.025064602297696e-07
4.980147656576117e-07,0.2753406220175248,4.771080415932194e-07
4.980147656576117e-07,0.27921389971073457,4.804521146117572e-07
4.980147656576117e-07,0.23171488020366116,4.3768186672301396e-07
4.980147656576117e-07,0.23335348150031715,4.392267019509832e-07
4.980147656576117e-07,0.31778048725925523,5.125605834124957e-07
4.980147656576117e-07,0.2893089875209207,4.890604630456199e-07
4.980147656576117e-07,0.3025322727452614,5.001121975966304e-07
4.980147656576117e-07,0.3330985735476628,5.247687663868353e-07
4.980147656576117e-07,0.2739543994572091,4.7590550840515485e-07
4.980147656576117e-07,0.2805736855769776,4.816206067800703e-07
4.980147656576117e-07,0.3233070383524706,5.169983673595197e-07
4.980147656576117e-07,0.2573732977916585,4.61278630498913e-07
4.980147656576117e-07,0.27074697976162043,4.731113885545496e-07
4.980147656576117e-07,0.29502633296476205,4.938692457783524e-07
4.980147656576117e-07,0.27601009559664713,4.776877186936203e-07
4.980147656576117e-07,0.2709987300506774,4.733312954479695e-07
4.980147656576117e-07,0.29486183455321396,4.937315427584733e-07
4.980147656576117e-07,0.2860360864724056,4.862862677776646e-07
4.980147656576117e-07,0.2806173829157918,4.816581097972046e-07
4.980147656576117e-07,0.30155957047279114,4.993075695258624e-07
4.980147656576117e-07,0.28031763010830363,4.814007897665174e-07
4.980147656576117e-07,0.3018506061463552,4.995484527288652e-07
4.980147656576117e-07,0.28924213836566337,4.890039574252965e-07
4.980147656576117e-07,0.29223598316406774,4.915281973213048e-07
4.980147656576117e-07,0.2839287134946817,4.844915972715847e-07
4.980147656576117e-07,0.2802304783977928,4.813259493725313e-07
4.980147656576117e-07,0.2890023969174376,4.888012573269492e-07
4.980147656576117e-07,0.30915679262216533,5.055580016463858e-07
4.980147656576117e-07,0.30402989563849425,5.01348519989679e-07
4.980147656576117e-07,0.2982954578157758,4.965979382950299e-07
4.980147656576117e-07,0.2682774740163718,4.7094880179130703e-07
4.980147656576117e-07,0.2848743835149685,4.852977649633772e-07
4.980147656576117e-07,0.29589942911417644,4.945994802383196e-07
4.980147656576117e-07,0.3044380697087628,5.016849487936133e-07
4.980147656576117e-07,0.2976840414401179,4.960887386911315e-07
4.980147656576117e-07,0.28494473489807626,4.853576848146656e-07
4.980147656576117e-07,0.2705038684815431,4.728989308816693e-07
4.980147656576117e-07,0.30565259652633037,5.026846649888906e-07
4.980147656576117e-07,0.22646592373607996,4.326961425844368e-07
4.980147656576117e-07,0.27043000908266784,4.728343654181406e-07
4.980147656576117e-07,0.2769868034526323,4.785321612200867e-07
4.980147656576117e-07,0.28200243522663254,4.828453144401005e-07
4.980147656576117e-07,0.2647198766410527,4.678157809516204e-07
4.980147656576117e-07,0.30478360989403136,5.019695767132949e-07
4.980147656576117e-07,0.2758417811865185,4.775420465078667e-07
4.980147656576117e-07,0.30304660676353357,5.005371365295523e-07
4.980147656576117e-07,0.25171879858825064,4.561833363403411e-07
4.980147656576117e-07,0.28504495163520577,4.854430288857782e-07
4.980147656576117e-07,0.2844098507340693,4.84901926111332e-07
4.980147656576117e-07,0.28971802068186653,4.894060646332459e-07
4.980147656576117e-07,0.3059598909922447,5.029372939726012e-07
4.980147656576117e-07,0.2662732714578029,4.691863611467294e-07
4.980147656576117e-07,0.29185958493058817,4.912115526107027e-07
4.980147656576117e-07,0.2769264171872516,4.784799956568757e-07
4.980147656576117e-07,0.28716702827979745,4.872466691977458e-07
4.980147656576117e-07,0.2794106607298598,4.806213712268295e-07
4.980147656576117e-07,0.34098019417435443,5.309408843677768e-07
4.980147656576117e-07,0.33687308105625247,5.277336004831878e-07
4.980147656576117e-07,0.28716948493266103,4.872487533391118e-07
4.980147656576117e-07,0.2629888807131403,4.662837551701501e-07
4.980147656576117e-07,0.28927338783915313,4.890303724967188e-07
4.980147656576117e-07,0.3172023180036062,5.120940952251592e-07
4.980147656576117e-07,0.2697104054658517,4.722048495362016e-07
4.980147656576117e-07,0.30935652048050405,5.057212807919194e-07
4.980147656576117e-07,0.2995073122138402,4.976056546313084e-07
4.980147656576117e-07,0.32219041331551945,5.161048009143847e-07
4.980147656576117e-07,0.2656143106695561,4.6860544115240245e-07
4.980147656576117e-07,0.2898031038269923,4.894779226943946e-07
4.980147656576117e-07,0.30207581040555787,4.997347691735327e-07
4.980147656576117e-07,0.2825346350811737,4.833007166789542e-07
4.980147656576117e-07,0.2669301514803043,4.697647318234411e-07
4.980147656576117e-07,0.31650552180874075,5.115313291747292e-07
4.980147656576117e-07,0.29422793134941316,4.932005374474881e-07
4.980147656576117e-07,0.3158549057903641,5.110053009335941e-07
4.980147656576117e-07,0.3182837457666218,5.129662855218885e-07
4.980147656576117e-07,0.2947710990754748,4.936555708809794e-07
4.980147656576117e-07,0.24617492297669435,4.511318582058209e-07
4.980147656576117e-07,0.30086781655743616,4.987345545953545e-07
4.980147656576117e-07,0.2619985855363398,4.654050220741776e-07
4.980147656576117e-07,0.2754365619806037,4.771911563564777e-07
4.980147656576117e-07,0.2633077878617953,4.6656638341282076e-07
4.980147656576117e-07,0.31506265649536486,5.103640289997284e-07
4.980147656576117e-07,0.2622140253957802,4.6559633262764614e-07
4.980147656576117e-07,0.3000618073724749,4.980660646557325e-07
4.980147656576117e-07,0.29618094886065305,4.948347061361945e-07
4.980147656576117e-07,0.3123848983512819,5.081905761850806e-07
4.980147656576117e-07,0.2883790807055651,4.88273853039179e-07
4.980147656576117e-07,0.2625233035020268,4.6587083418350687e-07
4.980147656576117e-07,0.24559157982129745,4.5059703369138043e-07
4.980147656576117e-07,0.28705589442628804,4.871523776624679e-07
4.980147656576117e-07,0.2913873960531614,4.908140352201102e-07
4.980147656576117e-07,0.30366446029577615,5.010471260191926e-07
4.980147656576117e-07,0.289020699382831,4.888167349260193e-07
4.980147656576117e-07,0.2730386880393898,4.7510946920139437e-07
4.980147656576117e-07,0.28339819616597123,4.840387523267903e-07
4.980147656576117e-07,0.29975549642168675,4.978117803032165e-07
4.980147656576117e-07,0.3046709562701173,5.01876799548775e-07
4.980147656576117e-07,0.2797647288411539,4.809257955896947e-07
4.980147656576117e-07,0.2979629453024507,4.963210801222271e-07
4.980147656576117e-07,0.25801210475611375,4.6185072827957865e-07
4.980147656576117e-07,0.28119481591227197,4.82153414745013e-07
4.980147656576117e-07,0.3150867672151468,5.103835568752562e-07
4.980147656576117e-07,0.337887238011649,5.285273749462353e-07
4.980147656576117e-07,0.297663363795178,4.960715088038867e-07
4.980147656576117e-07,0.2737435281932687,4.7572231347332635e-07
4.980147656576117e-07,0.2895593027199146,4.892719891371565e-07
4.980147656576117e-07,0.2970233093525417,4.955378797459612e-07
4.980147656576117e-07,0.2675693970514994,4.7032689284315365e-07
4.980147656576117e-07,0.2815221991535529,4.82434008520743e-07
4.980147656576117e-07,0.2631787057339686,4.664520063088289e-07
4.980147656576117e-07,0.3221515661279902,5.160736860463782e-07
4.980147656576117e-07,0.2856066109529808,4.859210577374463e-07
4.980147656576117e-07,0.2920158214528961,4.91343011231071e-07
4.980147656576117e-07,0.3195614379671289,5.139948592217369e-07
4.980147656576117e-07,0.26861491012489835,4.712448855243917e-07
4.980147656576117e-07,0.3001004217654753,4.980981112201051e-07
4.980147656576117e-07,0.2758845303380927,4.775790491083379e-07
4.980147656576117e-07,0.2830816134190566,4.837683181122057e-07
4.980147656576117e-07,0.2913614453849724,4.907921790315092e-07
4.980147656576117e-07,0.2915623547047203,4.909613636163905e-07
4.980147656576117e-07,0.290921584432663,4.904215708788369e-07
4.980147656576117e-07,0.3407876324556572,5.307909440935544e-07
4.980147656576117e-07,0.30038717491275774,4.983360267432487e-07
4.980147656576117e-07,0.3063367402286196,5.03246931306471e-07
4.980147656576117e-07,0.2886073309339978,4.884670476603425e-07
4.980147656576117e-07,0.2897145929410122,4.894031694696656e-07
4.980147656576117e-07,0.3068767901928347,5.036903303107079e-07
4.980147656576117e-07,0.2910045539833136,4.904914989261181e-07
4.980147656576117e-07,0.2768192145022271,4.783873730281575e-07
4.980147656576117e-07,0.28185079785416794,4.827154800294016e-07
4.980147656576117e-07,0.2857723154036406,4.860619991639249e-07
4.980147656576117e-07,0.2729555071400535,4.7503709293192496e-07
4.980147656576117e-07,0.2897826572593005,4.894606552464602e-07
4.980147656576117e-07,0.2673964254103063,4.701748456219401e-07
4.980147656576117e-07,0.29032050564590317,4.899146741069473e-07
4.980147656576117e-07,0.28698771970740133,4.870945257785978e-07
4.980147656576117e-07,0.264528289028068,4.676464624770814e-07
4.980147656576117e-07,0.32602860198532974,5.191698252930785e-07
4.980147656576117e-07,0.29031395591915515,4.899091477571355e-07
4.980147656576117e-07,0.29735020821081204,4.958104950853153e-07
4.980147656576117e-07,0.29427617587882127,4.932409708156246e-07
4.980147656576117e-07,0.2891741462598543,4.889464790040048e-07
4.980147656576117e-07,0.2814269094616693,4.823523544293601e-07
4.980147656576117e-07,0.30851344419005444,5.050317002012308e-07
4.980147656576117e-07,0.3054150041923757,5.024892515635926e-07
4.980147656576117e-07,0.27988067602024286,4.810254439856951e-07
4.980147656576117e-07,0.268429745172708,4.710824353475011e-07
4.980147656576117e-07,0.3000857570676854,4.980859410480926e-07
4.980147656576117e-07,0.2660209720401225,4.689640265895669e-07
4.980147656576117e-07,0.2714241583709508,4.737026801590907e-07
4.980147656576117e-07,0.2983167367257212,4.966156503890083e-07
4.980147656576117e-07,0.3001231531092142,4.981169752805363e-07
4.980147656576117e-07,0.33136452083011647,5.23401056998031e-07
4.980147656576117e-07,0.3067566107045896,5.035916927210409e-07
4.980147656576117e-07,0.3030886205421124,5.005718320633999e-07
4.980147656576117e-07,0.25882426009952314,4.625770504529194e-07
4.980147656576117e-07,0.2792285265340675,4.804646988637858e-07
4.980147656576117e-07,0.2673233928638729,4.701106330746799e-07
4.980147656576117e-07,0.3304518046113896,5.226797274422804e-07
4.980147656576117e-07,0.2983493017964259,4.96642755610485e-07
4.980147656576117e-07,0.27904189391586126,4.803041039302215e-07
4.980147656576117e-07,0.34175817947061365,5.31546240431532e-07
4.980147656576117e-07,0.3056671742104806,5.02696652276066e-07
4.980147656576117e-07,0.29157928091336166,4.909756144168403e-07
4.980147656576117e-07,0.3019915508249071,4.996650675003794e-07
4.980147656576117e-07,0.31726753027076676,5.121467321367702e-07
4.980147656576117e-07,0.29913376021460797,4.972952455451352e-07
4.980147656576117e-07,0.28661754628714364,4.867802830163873e-07
4.980147656576117e-07,0.2955759962477092,4.943290953549154e-07
4.980147656576117e-07,0.30107139062135585,4.989032536818537e-07
4.980147656576117e-07,0.2729667565133121,4.7504688173334474e-07
4.980147656576117e-07,0.31467448556672384,5.100495367357526e-07
4.980147656576117e-07,0.28479381917457125,4.852291374186503e-07
4.980147656576117e-07,0.30080575888071387,4.986831168838568e-07
4.980147656576117e-07,0.2942060608044399,4.931822068203792e-07
4.980147656576117e-07,0.2943560467949745,4.933079027297193e-07
4.980147656576117e-07,0.2849010605919282,4.853204872990763e-07
4.980147656576117e-07,0.2800407630636431,4.811629935547557e-07
4.980147656576117e-07,0.3054160443997594,5.024901072723453e-07
4.980147656576117e-07,0.27877324007115584,4.800728364756043e-07
4.980147656576117e-07,0.2459751305309816,4.509487545995087e-07
4.980147656576117e-07,0.297509117152545,4.959429621144394e-07
4.980147656576117e-07,0.3078982111205365,5.045278854274008e-07
4.980147656576117e-07,0.2845030939866041,4.849814067049603e-07
4.980147656576117e-07,0.2714489333837654,4.737242989461672e-07
4.980147656576117e-07,0.28392747854204,4.844905436183258e-07
4.980147656576117e-07,0.2674882577193606,4.7025557507671595e-07
4.980147656576117e-07,0.30479350936235666,5.019777287126376e-07
4.980147656576117e-07,0.27885738854855535,4.801452866687493e-07
4.980147656576117e-07,0.323690496692069,5.173048694829338e-07
4.980147656576117e-07,0.25974942069402246,4.6340304781028683e-07
4.980147656576117e-07,0.29323397053409506,4.923667676489054e-07
4.980147656576117e-07,0.30606309485228045,5.030221101451008e-07
4.980147656576117e-07,0.29622981717595576,4.948755270282071e-07
4.980147656576117e-07,0.29182187212511823,4.911798154926639e-07
4.980147656576117e-07,0.3130053479179659,5.086950023218526e-07
4.980147656576117e-07,0.2795284802318683,4.807226927051703e-07
4.980147656576117e-07,0.3028919086483035,5.004093640446635e-07
4.980147656576117e-07,0.266417835712743,4.6931370846302226e-07
4.980147656576117e-07,0.28817848279293945,4.881040006448043e-07
4.980147656576117e-07,0.28959802496460696,4.893047027750106e-07
4.980147656576117e-07,0.27765575506704077,4.791096649373578e-07
4.980147656576117e-07,0.2777403345745862,4.791826325838631e-07
4.980147656576117e-07,0.2887992491662287,4.886294311874631e-07
4.980147656576117e-07,0.279179862684342,4.804228294298092e-07
4.980147656576117e-07,0.3253633858611956,5.186399078538493e-07
4.980147656576117e-07,0.29221772765656834,4.915128445972266e-07
4.980147656576117e-07,0.31798972853944685,5.127293023684539e-07
4.980147656576117e-07,0.2859307771783939,4.86196742049358e-07
4.980147656576117e-07,0.275038078707567,4.768458472273282e-07
4.980147656576117e-07,0.2949883537537008,4.938374564668366e-07
4.980147656576117e-07,0.29763468337925014,4.960476095242609e-07
4.980147656576117e-07,0.32273479923661275,5.165406326392913e-07
4.980147656576117e-07,0.3119796671488393,5.078608523280341e-07
4.980147656576117e-07,0.29073565666348467,4.902648318004857e-07
4.980147656576117e-07,0.29856684101321446,4.968237843385446e-07
4.980147656576117e-07,0.31043245968146077,5.065999644788002e-07
4.980147656576117e-07,0.26448634680008537,4.676093872134925e-07
4.980147656576117e-07,0.3219894188022758,5.159437929943268e-07
4.980147656576117e-07,0.26235964862615124,4.6572560151578764e-07
4.980147656576117e-07,0.2393646136749837,4.4484792135614246e-07
4.980147656576117e-07,0.3045703728702907,5.017939484584103e-07
4.980147656576117e-07,0.2596206043837337,4.63288126911913e-07
4.980147656576117e-07,0.2599425878263522,4.6357532461768676e-07
4.980147656576117e-07,0.27770922432617806,4.791557947314619e-07
4.980147656576117e-07,0.29026086748753904,4.898643519474914e-07
4.980147656576117e-07,0.2750165654679351,4.768271976286296e-07
4.980147656576117e-07,0.3400180099586856,5.301912457566137e-07
4.980147656576117e-07,0.3090492394107234,5.054700541746289e-07
4.980147656576117e-07,0.28604759064408064,4.862960467264119e-07
4.980147656576117e-07,0.29937956156296935,4.974995199498266e-07
4.980147656576117e-07,0.29813244068445344,4.96462225476633e-07
4.980147656576117e-07,0.2609814421777755,4.6450073480790524e-07
4.980147656576117e-07,0.3055023024317817,5.025610608921943e-07
4.980147656576117e-07,0.3049396168020942,5.020980296559261e-07
4.980147656576117e-07,0.30383237150242776,5.011856338322855e-07
4.980147656576117e-07,0.2793381919596833,4.8055903949922e-07
4.980147656576117e-07,0.2508532282173202,4.5539833575426983e-07
4.980147656576117e-07,0.29031364472943244,4.899088851884068e-07
4.980147656576117e-07,0.2978225575386545,4.962041434076609e-07
4.980147656576117e-07,0.23521719587725054,4.4097719042167094e-07
4.980147656576117e-07,0.2849209658720553,4.853374410294339e-07
4.980147656576117e-07,0.25514456052237916,4.592770549139637e-07
4.980147656576117e-07,0.2991798800334858,4.973335800391772e-07
4.980147656576117e-07,0.3094063240357656,5.057619873916863e-07
4.980147656576117e-07,0.2824284051357369,4.832098502342614e-07
4.980147656576117e-07,0.32533023600655264,5.186134862030849e-07
4.980147656576117e-07,0.238929008078882,4.444429607341403e-07
4.980147656576117e-07,0.2869218954605062,4.87038661943968e-07
4.980147656576117e-07,0.29953302081601113,4.976270104893834e-07
4.980147656576117e-07,0.30904956313905607,5.054703189138908e-07
4.980147656576117e-07,0.3072964887698202,5.040346474627454e-07
4.980147656576117e-07,0.3041406471922157,5.014398269180594e-07
4.980147656576117e-07,0.2946321494833618,4.935392071571742e-07
4.980147656576117e-07,0.3171837898832805,5.120791390299597e-07
4.980147656576117e-07,0.3213636485905465,5.154421937848983e-07
4.980147656576117e-07,0.2916597483762502,4.910433572903187e-07
4.980147656576117e-07,0.2738840069023159,4.758443625412157e-07
4.980147656576117e-07,0.27656975586038907,4.781717724558908e-07
4.980147656576117e-07,0.260429061260024,4.640089043335134e-07
4.980147656576117e-07,0.304331786795193,5.015973690887782e-07
4.980147656576117e-07,0.2909201277347268,4.904203430617503e-07
4.980147656576117e-07,0.29040212933738196,4.899835390908582e-07
4.980147656576117e-07,0.280027322084231,4.811514463438723e-07
4.980147656576117e-07,0.29095650639569365,4.904510048757505e-07
4.980147656576117e-07,0.28004654953141916,4.811679646520779e-07
4.980147656576117e-07,0.2550706654884193,4.592105421277208e-07
4.980147656576117e-07,0.3004792102415347,4.984123632371719e-07
4.980147656576117e-07,0.30225581483166575,4.998836408647554e-07
4.980147656576117e-07,0.27792282137526086,4.793400280639839e-07
4.980147656576117e-07,0.2959759556064352,4.946634335830499e-07
4.980147656576117e-07,0.269277128560496,4.718254098000438e-07
4.980147656576117e-07,0.2814848879069682,4.824020380211585e-07
4.980147656576117e-07,0.2519011109197872,4.563485063526383e-07
4.980147656576117e-07,0.27792323405013625,4.793403839388845e-07
4.980147656576117e-07,0.2853882720295277,4.857352851377721e-07
4.980147656576117e-07,0.29086081741700776,4.903703491523528e-07
4.980147656576117e-07,0.28437749030223824,4.8487433901816e-07
4.980147656576117e-07,0.2919786757405777,4.913117597281522e-07
4.980147656576117e-07,0.2606865228531581,4.642382085439162e-07
4.980147656576117e-07,0.29404560815242436,4.930477038381045e-07
4.980147656576117e-07,0.2653379738997029,4.683616165421309e-07
4.980147656576117e-07,0.26915456823905504,4.7171802293129665e-07
4.980147656576117e-07,0.30706403090103107,5.038439700703073e-07
4.980147656576117e-07,0.26190366112144986,4.653207042493515e-07
4.980147656576117e-07,0.288401830946749,4.882931126346e-07
4.980147656576117e-07,0.28671516029935934,4.868631679131581e-07
4.980147656576117e-07,0.26394310472950505,4.671289169213057e-07
4.980147656576117e-07,0.3039594806026019,5.012904590574554e-07
4.980147656576117e-07,0.3319644294909349,5.238746303912128e-07
4.980147656576117e-07,0.328844911895126,5.214073576717345e-07
4.980147656576117e-07,0.23986856858926564,4.4531596343344236e-07
4.980147656576117e-07,0.28787611819920494,4.878478675369842e-07
4.980147656576117e-07,0.27701270360772234,4.785545337073641e-07
4.980147656576117e-07,0.3263779706440065,5.194479191455088e-07
4.980147656576117e-07,0.2827798155349486,4.835103727318864e-07
4.980147656576117e-07,0.318838848039052,5.134134096820164e-07
4.980147656576117e-07,0.30368326417217906,5.010626390008082e-07
4.980147656576117e-07,0.2846952491905959,4.851451588272596e-07
4.980147656576117e-07,0.313938218975227,5.094524874458006e-07
4.980147656576117e-07,0.2906875061805292,4.902242322638098e-07
4.980147656576117e-07,0.28760760751262454,4.876202992932913e-07
4.980147656576117e-07,0.28159944545411675,4.825001910216881e-07
4.980147656576117e-07,0.27817443981260587,4.79556965092973e-07
4.980147656576117e-07,0.24752104834598668,4.523636086150577e-07
4.980147656576117e-07,0.27011289868738253,4.725570576694315e-07
4.980147656576117e-07,0.28059593322429377,4.816397010742848e-07
4.980147656576117e-07,0.25403570521181784,4.582779618345364e-07
4.980147656576117e-07,0.2773712594503363,4.788641459257771e-07
4.980147656576117e-07,0.25412157773616073,4.583554118927195e-07
4.980147656576117e-07,0.2760456219220351,4.777184602200167e-07
4.980147656576117e-07,0.2941664501725118,4.931490057428854e-07
4.980147656576117e-07,0.2703987539631877,4.7280704056305384e-07
4.980147656576117e-07,0.2964258294151477,4.950392269895307e-07
4.980147656576117e-07,0.25999046901673994,4.636180177302529e-07
4.980147656576117e-07,0.2733163030253475,4.7535094413586807e-07
4.980147656576117e-07,0.30430986193538967,5.015793005685799e-07
